FILENAME,WORDTYPES,SWORDTYPES,LEXTYPES,SLEXTYPES,WORDTOKENS,SWORDTOKENS,LEXTOKENS,SLEXTOKENS,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDWZ,NDWERZ,NDWESZ,TTR,MSTTR,CTTR,RTTR,LOGTTR,UBER,LV,VV1,SVV1,CVV1,VV2,NV,ADJV,ADVV,MODV
1000SCN,124,29,85,27,264,36,125,34,0.47,0.27,0.23,0.06,0.11,0.24,124,32,37.1,33.5,0.47,0.7,5.4,7.63,0.86,17.87,0.63,13.83,2.63,0.68,0.18,0.69,0.1,0.14,0.23
1001SCN,362,83,285,80,1119,118,569,111,0.51,0.2,0.23,0.04,0.26,0.36,362,34,41.2,35.5,0.32,0.73,7.65,10.82,0.84,18.97,0.46,29.96,3.87,0.5,0.11,0.57,0.08,0.09,0.17
1002SCN,155,29,104,29,340,37,150,37,0.44,0.25,0.19,0.05,0.1,0.22,155,43,39,37.8,0.46,0.78,5.94,8.41,0.87,18.78,0.62,16.1,2.84,0.69,0.17,0.74,0.11,0.14,0.25
1003SCN,85,13,54,13,161,23,82,23,0.51,0.28,0.15,0.11,0.21,0.32,85,41,38.6,35.4,0.53,0.72,4.74,6.7,0.87,17.56,0.74,10.32,2.27,0.66,0.17,0.59,0.09,0.13,0.22
1004SCN,209,45,158,45,685,80,318,78,0.46,0.25,0.22,0.07,0.42,0.46,209,34,37.2,34,0.31,0.71,5.65,7.99,0.82,15.6,0.49,20.75,3.22,0.5,0.13,0.46,0.1,0.13,0.23
1006SCN,150,32,106,30,340,46,170,44,0.5,0.26,0.21,0.1,0.4,0.45,150,40,38.9,38.6,0.44,0.77,5.75,8.13,0.86,18.03,0.62,15.62,2.8,0.62,0.15,0.63,0.1,0.15,0.25
1009SCN,199,39,138,35,474,59,240,53,0.51,0.22,0.2,0.08,0.42,0.46,199,40,39.9,38.2,0.42,0.76,6.46,9.14,0.86,19,0.56,18.46,3.04,0.57,0.14,0.63,0.1,0.09,0.19
1010SCN,142,32,97,32,272,35,117,35,0.43,0.3,0.23,0.1,0.3,0.39,142,34,39.3,39.1,0.52,0.74,6.09,8.61,0.88,21,0.7,14.7,2.71,0.83,0.18,0.88,0.1,0.17,0.27
1011SCN,93,13,62,13,153,14,74,14,0.48,0.19,0.14,0,0,0,93,36,39.1,38.1,0.61,0.74,5.32,7.52,0.9,22.08,0.73,13.88,2.63,0.84,0.26,0.88,0.11,0.09,0.2
1012SCN,141,28,101,28,344,34,168,34,0.49,0.2,0.2,0.04,0.09,0.21,141,38,38.3,35.3,0.41,0.73,5.38,7.6,0.85,16.61,0.47,9.8,2.21,0.6,0.12,0.71,0.09,0.15,0.24
1013SCN,152,25,105,25,320,36,161,35,0.5,0.22,0.16,0.04,0.04,0.14,152,39,41.4,37.7,0.47,0.77,6.01,8.5,0.87,19.41,0.84,17.64,2.97,0.65,0.13,0.74,0.11,0.2,0.31
1014SCN,84,14,49,14,150,15,57,14,0.38,0.25,0.17,0,0,0,84,39,38.4,34.2,0.56,0.74,4.85,6.86,0.88,18.81,0.67,4,1.41,0.86,0.11,0.84,0.09,0.19,0.28
1015SCN,156,32,103,32,312,41,140,41,0.45,0.29,0.21,0.15,0.74,0.61,156,39,39.9,38.6,0.5,0.77,6.24,8.83,0.88,20.67,0.65,14.24,2.67,0.74,0.16,0.79,0.11,0.14,0.25
1017SCN,65,9,37,9,106,12,43,12,0.41,0.28,0.14,0,0,0,65,36,36.5,36.5,0.61,0.73,4.46,6.31,0.9,19.31,0.93,12.07,2.46,0.86,0.3,0.81,0.05,0.12,0.16
1018SCN,155,36,112,36,341,42,151,41,0.44,0.27,0.23,0.03,0.03,0.13,155,33,38.1,35.4,0.45,0.7,5.94,8.39,0.86,18.73,0.71,15.61,2.79,0.74,0.15,0.81,0.11,0.1,0.21
1020SCN,99,13,61,13,207,16,85,16,0.41,0.19,0.13,0.09,0.09,0.21,99,35,37.1,36,0.48,0.71,4.87,6.88,0.86,16.74,0.82,7.36,1.92,0.72,0.11,0.66,0.15,0.12,0.27
1021SCN,112,16,76,16,275,18,133,18,0.48,0.14,0.14,0,0,0,112,32,36,35.3,0.41,0.73,4.78,6.75,0.84,15.25,0.6,10.8,2.32,0.57,0.14,0.63,0.1,0.14,0.23
1022SCN,135,34,87,32,278,42,122,40,0.44,0.33,0.25,0.1,0.2,0.32,135,36,40.3,38.5,0.49,0.76,5.73,8.1,0.87,19.04,0.6,7.2,1.9,0.71,0.1,0.77,0.12,0.11,0.23
1023SCN,82,12,53,12,148,17,79,17,0.53,0.22,0.15,0.03,0.03,0.13,82,33,39,34.3,0.55,0.66,4.77,6.74,0.88,18.37,0.72,15.21,2.76,0.67,0.27,0.65,0.03,0.13,0.15
1024SCN,102,21,70,20,181,25,95,24,0.52,0.25,0.21,0.12,0.35,0.42,102,42,39.6,35.8,0.56,0.8,5.36,7.58,0.89,20.46,0.62,9.85,2.22,0.74,0.17,0.79,0.05,0.13,0.18
1025SCN,139,24,98,23,278,28,125,27,0.45,0.22,0.17,0,0,0,139,37,38.8,36.8,0.5,0.75,5.89,8.34,0.88,19.84,0.74,17.06,2.92,0.78,0.18,0.77,0.1,0.16,0.26
1027SCN,98,17,65,17,169,17,80,17,0.47,0.21,0.17,0,0,0,98,36,37.4,36.8,0.58,0.75,5.33,7.54,0.89,20.97,0.61,6.72,1.83,0.81,0.14,0.81,0.1,0.15,0.25
1028SCN,225,50,169,48,668,65,311,63,0.47,0.2,0.22,0.09,0.68,0.58,225,39,37.7,34.3,0.34,0.7,6.16,8.71,0.83,16.88,0.45,18.77,3.06,0.54,0.14,0.6,0.1,0.13,0.22
1029SCN,185,41,130,41,428,56,199,56,0.46,0.28,0.22,0.05,0.1,0.22,185,35,41.8,36.8,0.43,0.74,6.32,8.94,0.86,19.01,0.78,24.98,3.53,0.65,0.16,0.64,0.12,0.11,0.23
1030SCN,120,28,75,27,228,32,96,31,0.42,0.32,0.23,0.06,0.06,0.17,120,40,39.6,38.2,0.53,0.77,5.62,7.95,0.88,19.95,0.71,8.47,2.06,0.78,0.12,0.76,0.07,0.11,0.19
1031SCN,144,32,98,32,342,44,150,44,0.44,0.29,0.22,0.11,0.42,0.46,144,39,36.2,32.8,0.42,0.68,5.51,7.79,0.85,17.09,0.68,17.79,2.98,0.65,0.17,0.7,0.09,0.09,0.18
1032SCN,86,9,57,9,154,11,79,11,0.51,0.14,0.1,0.05,0.05,0.16,86,36,37.3,37.2,0.56,0.74,4.9,6.93,0.88,18.91,0.65,8.45,2.06,0.72,0.16,0.7,0.13,0.18,0.3
1033SCN,60,6,42,6,123,8,57,8,0.46,0.14,0.1,0.27,0.82,0.64,60,34,34.9,29.9,0.49,0.64,3.83,5.41,0.85,14.01,0.82,7.36,1.92,0.74,0.16,0.55,0.05,0.33,0.39
1034SCN,190,37,138,35,501,56,215,54,0.43,0.25,0.19,0.11,0.63,0.56,190,34,39.9,37.4,0.38,0.71,6,8.49,0.84,17.31,0.68,26.68,3.65,0.64,0.18,0.61,0.09,0.09,0.18
1035SCN,206,41,146,41,686,56,318,56,0.46,0.18,0.2,0.05,0.21,0.33,206,38,38.5,32.8,0.3,0.73,5.56,7.87,0.82,15.4,0.41,12.81,2.53,0.46,0.1,0.54,0.09,0.09,0.18
1036SCN,237,46,172,42,600,62,268,55,0.45,0.21,0.19,0.01,0.01,0.08,237,34,40.2,36.3,0.4,0.72,6.84,9.68,0.85,19.13,0.57,22.86,3.38,0.64,0.15,0.71,0.13,0.13,0.26
1037SCN,105,20,67,20,223,26,114,26,0.51,0.23,0.19,0.07,0.07,0.19,105,37,37.4,34,0.47,0.71,4.97,7.03,0.86,16.86,0.71,7.14,1.89,0.59,0.09,0.62,0.11,0.09,0.2
1038SCN,72,25,48,25,125,30,57,28,0.46,0.49,0.35,0.11,0.11,0.24,72,36,36.4,34.7,0.58,0.69,4.55,6.44,0.89,18.35,0.89,7.11,1.89,0.84,0.14,0.84,0.18,0.11,0.28
1039SCN,60,13,42,13,96,16,55,16,0.57,0.29,0.22,0,0,0,60,36,38.2,35.8,0.62,0.72,4.33,6.12,0.9,19.25,0.6,3.6,1.34,0.76,0.11,0.92,0.2,0.09,0.29
1040SCN,123,32,82,31,240,34,108,33,0.45,0.31,0.26,0.04,0.04,0.14,123,40,38.1,37.2,0.51,0.74,5.61,7.94,0.88,19.52,0.76,14.44,2.69,0.76,0.18,0.79,0.1,0.19,0.3
1042SCN,114,23,74,22,246,27,118,25,0.48,0.21,0.2,0.1,0.19,0.31,114,37,36.1,33.4,0.46,0.65,5.14,7.27,0.86,17.11,0.76,12.19,2.47,0.63,0.14,0.69,0.09,0.12,0.21
1043SCN,179,37,128,37,311,41,150,41,0.48,0.27,0.21,0,0,0,179,38,41.1,39.1,0.58,0.8,7.18,10.15,0.9,25.9,0.84,26.95,3.67,0.85,0.21,0.83,0.11,0.19,0.3
1044SCN,125,32,90,30,241,40,118,38,0.49,0.32,0.26,0.06,0.11,0.24,125,34,38.1,36.9,0.52,0.76,5.69,8.05,0.88,19.9,0.69,17.36,2.95,0.76,0.21,0.81,0.08,0.09,0.17
1046SCN,291,71,222,69,914,94,404,89,0.44,0.22,0.24,0.07,0.48,0.49,291,35,38.5,34.8,0.32,0.7,6.81,9.63,0.83,17.64,0.56,32.66,4.04,0.55,0.14,0.58,0.11,0.11,0.22
1047SCN,141,21,91,20,315,34,133,30,0.42,0.23,0.15,0.07,0.23,0.34,141,33,37,35.9,0.45,0.69,5.62,7.94,0.86,17.88,0.75,22.5,3.35,0.68,0.23,0.71,0.05,0.15,0.2
1048SCN,125,43,90,43,223,53,114,51,0.51,0.45,0.34,0.35,2.45,1.11,125,40,38.9,38.3,0.56,0.77,5.92,8.37,0.89,21.94,0.85,14.45,2.69,0.79,0.15,0.81,0.11,0.09,0.2
1050SCN,86,18,56,18,157,22,79,22,0.5,0.28,0.21,0,0,0,86,40,37,36.1,0.55,0.75,4.85,6.86,0.88,18.45,0.76,9.94,2.23,0.71,0.16,0.83,0.1,0.16,0.27
1054SCN,147,24,94,24,312,33,134,33,0.43,0.25,0.16,0,0,0,147,38,38.9,36.3,0.47,0.74,5.88,8.32,0.87,19.03,0.6,14.88,2.73,0.7,0.19,0.72,0.07,0.16,0.23
1060SCN,153,34,107,34,456,64,194,63,0.43,0.32,0.22,0.11,0.65,0.57,153,36,37,34,0.34,0.69,5.07,7.16,0.82,14.91,0.53,15.29,2.77,0.55,0.15,0.59,0.09,0.09,0.18
1064SCN,237,56,176,54,536,69,248,67,0.46,0.27,0.24,0.06,0.23,0.34,237,38,39.9,36.2,0.44,0.77,7.24,10.24,0.87,21.02,0.6,25.2,3.55,0.71,0.17,0.73,0.12,0.11,0.23
1070SCN,221,58,169,58,572,83,264,75,0.46,0.28,0.26,0.04,0.13,0.26,221,33,38.3,37.8,0.39,0.71,6.53,9.24,0.85,18.41,0.49,16.01,2.83,0.64,0.12,0.73,0.1,0.09,0.19
1072SCN,203,37,153,37,393,42,205,42,0.52,0.2,0.18,0.05,0.09,0.21,203,37,42.8,41.2,0.52,0.81,7.24,10.24,0.89,23.46,0.84,31.11,3.94,0.75,0.18,0.79,0.11,0.17,0.27
1073SCN,208,43,153,43,411,54,203,50,0.49,0.25,0.21,0.04,0.07,0.19,208,36,43.5,40,0.51,0.78,7.25,10.26,0.89,23.1,0.7,27.16,3.69,0.75,0.19,0.8,0.12,0.13,0.25
1085SCN,171,30,120,30,317,35,156,33,0.49,0.21,0.18,0.03,0.03,0.11,171,34,41.8,39,0.54,0.8,6.79,9.6,0.89,23.34,0.79,24.64,3.51,0.77,0.2,0.84,0.14,0.14,0.28
1088SCN,71,19,43,19,148,27,67,26,0.45,0.39,0.27,0.13,0.27,0.37,71,35,34.4,33.9,0.48,0.66,4.13,5.84,0.85,14.76,0.6,5.4,1.64,0.64,0.13,0.81,0.06,0.15,0.21
1089SCN,327,92,253,89,1192,123,551,120,0.46,0.22,0.28,0.08,0.8,0.63,327,36,35.8,34,0.27,0.7,6.7,9.47,0.82,16.85,0.4,20,3.16,0.46,0.09,0.57,0.09,0.08,0.17
1090SCN,113,21,72,21,223,29,103,29,0.46,0.28,0.19,0.03,0.03,0.12,113,40,36.5,34.9,0.51,0.69,5.35,7.57,0.87,18.68,0.59,11.28,2.38,0.7,0.18,0.76,0.08,0.17,0.25
1091SCN,191,36,135,36,399,40,196,40,0.49,0.2,0.19,0.06,0.19,0.31,191,33,39.4,39,0.48,0.76,6.76,9.56,0.88,21.14,0.6,17.52,2.96,0.69,0.15,0.84,0.11,0.18,0.29
1092SCN,146,26,94,26,343,33,145,33,0.42,0.23,0.18,0,0,0,146,40,38.3,35.8,0.43,0.73,5.57,7.88,0.85,17.33,0.63,13.83,2.63,0.65,0.15,0.73,0.06,0.13,0.19
1093SCN,297,72,230,71,832,114,415,112,0.5,0.27,0.24,0.08,0.6,0.55,297,38,40.3,37.4,0.36,0.74,7.28,10.3,0.85,19.06,0.54,30.65,3.91,0.55,0.14,0.61,0.09,0.12,0.21
1094SCN,120,29,76,29,253,36,101,36,0.4,0.36,0.24,0.13,0.39,0.44,120,35,37.1,35.9,0.47,0.73,5.33,7.54,0.87,17.83,0.83,15.7,2.8,0.75,0.19,0.76,0.09,0.08,0.17
1095SCN,196,43,142,42,384,51,199,50,0.52,0.25,0.22,0.04,0.09,0.21,196,38,41.1,39.8,0.51,0.8,7.07,10,0.89,22.87,0.63,18.28,3.02,0.71,0.15,0.81,0.13,0.16,0.29
1096SCN,55,10,36,10,113,15,52,15,0.46,0.29,0.18,0,0,0,55,29,31.7,31.3,0.49,0.63,3.66,5.17,0.85,13.48,0.8,6.4,1.79,0.69,0.15,0.72,0.02,0.1,0.12
1097SCN,329,87,261,85,1071,118,461,113,0.43,0.25,0.26,0.09,1.04,0.72,329,33,36.4,34.8,0.31,0.7,7.11,10.05,0.83,17.91,0.38,20.36,3.19,0.57,0.11,0.71,0.1,0.08,0.18
1099SCN,153,46,110,44,415,64,193,62,0.47,0.32,0.3,0.05,0.16,0.28,153,37,34.5,32.2,0.37,0.61,5.31,7.51,0.83,15.82,0.51,14.75,2.72,0.57,0.15,0.62,0.05,0.06,0.11
1100SCN,123,26,77,25,292,32,126,30,0.43,0.24,0.21,0.12,0.6,0.55,123,30,36,37.1,0.42,0.7,5.09,7.2,0.85,16.19,0.52,11.52,2.4,0.61,0.17,0.67,0.03,0.1,0.13
1101SCN,116,25,77,24,231,38,109,37,0.47,0.34,0.22,0.07,0.14,0.27,116,41,38.4,37.3,0.5,0.77,5.4,7.63,0.87,18.67,0.75,15.75,2.81,0.71,0.19,0.76,0.07,0.12,0.19
1102SCN,106,22,62,22,163,25,70,25,0.43,0.36,0.21,0.2,0.6,0.55,106,36,40.8,38.2,0.65,0.79,5.87,8.3,0.92,26.19,0.93,13.07,2.56,0.89,0.2,0.84,0.16,0.14,0.3
1103SCN,221,50,169,50,477,65,236,62,0.49,0.26,0.23,0.04,0.07,0.19,221,38,39.7,39,0.46,0.75,7.16,10.12,0.88,21.47,0.66,24.45,3.5,0.72,0.16,0.8,0.12,0.13,0.25
1104SCN,91,22,61,22,168,27,81,27,0.48,0.33,0.24,0,0,0,91,35,38.1,35.6,0.54,0.7,4.96,7.02,0.88,18.6,0.76,9.94,2.23,0.75,0.16,0.78,0.02,0.16,0.19
1105SCN,337,83,260,80,1264,121,615,117,0.49,0.19,0.25,0.06,0.55,0.52,337,30,40.2,36,0.27,0.7,6.7,9.48,0.81,16.76,0.35,17.69,2.97,0.42,0.08,0.53,0.07,0.08,0.15
1106SCN,241,51,175,49,652,73,301,71,0.46,0.24,0.21,0.06,0.29,0.38,241,34,39.8,39,0.37,0.74,6.67,9.44,0.85,18.32,0.47,18.6,3.05,0.58,0.13,0.68,0.08,0.13,0.21
1107SCN,94,20,57,19,204,32,92,30,0.45,0.33,0.21,0.03,0.03,0.13,94,34,37,36.8,0.46,0.68,4.65,6.58,0.85,15.85,0.48,6.76,1.84,0.62,0.15,0.66,0.05,0.17,0.23
1108SCN,255,53,194,52,887,62,387,61,0.44,0.16,0.21,0.03,0.09,0.21,255,31,37.3,33.3,0.29,0.66,6.05,8.56,0.82,16.05,0.48,23.27,3.41,0.5,0.12,0.58,0.09,0.1,0.19
1109SCN,229,47,169,46,456,61,228,56,0.5,0.25,0.21,0.1,0.48,0.49,229,39,41.9,37.9,0.5,0.78,7.58,10.72,0.89,23.64,0.81,33.92,4.12,0.74,0.18,0.74,0.13,0.17,0.3
1110SCN,231,50,175,49,808,70,340,68,0.42,0.2,0.22,0.01,0.01,0.08,231,33,37.6,32.1,0.29,0.66,5.75,8.13,0.81,15.54,0.46,17.4,2.95,0.51,0.11,0.66,0.07,0.09,0.16
1111SCN,209,50,158,50,444,58,216,58,0.49,0.27,0.24,0.04,0.08,0.2,209,40,40,36.6,0.47,0.75,7.01,9.92,0.88,21.42,0.6,18.48,3.04,0.73,0.14,0.8,0.1,0.13,0.23
1113SCN,280,80,214,80,754,113,345,113,0.46,0.33,0.29,0.1,0.94,0.69,280,38,39,36.7,0.37,0.73,7.21,10.2,0.85,19.24,0.63,33.91,4.12,0.62,0.16,0.66,0.1,0.11,0.21
1114SCN,201,40,140,38,426,52,204,49,0.48,0.24,0.2,0.02,0.02,0.1,201,38,40.6,38.5,0.47,0.79,6.89,9.74,0.88,21.19,0.63,18.28,3.02,0.69,0.14,0.72,0.13,0.15,0.27
1115SCN,58,11,39,11,107,17,56,16,0.52,0.29,0.19,0.17,0.33,0.41,58,33,35.4,33.7,0.54,0.67,3.96,5.61,0.87,15.49,1,12,2.45,0.7,0.21,0.78,0.11,0.12,0.23
1116SCN,55,13,35,13,97,17,41,17,0.42,0.41,0.24,0.08,0.08,0.2,55,32,33.6,33.9,0.57,0.64,3.95,5.58,0.88,16.02,0.92,10.08,2.25,0.85,0.27,0.78,0.07,0.07,0.15
1117SCN,49,7,31,7,72,10,40,10,0.56,0.25,0.14,0,0,0,49,40,38,36.9,0.68,0.8,4.08,5.77,0.91,20.64,0.73,5.82,1.71,0.78,0.2,0.78,0,0.25,0.25
1118SCN,414,129,337,124,1525,170,729,164,0.48,0.22,0.31,0.12,2.09,1.02,414,31,38.6,33.8,0.27,0.7,7.5,10.6,0.82,17.89,0.55,41.86,4.57,0.46,0.1,0.5,0.07,0.06,0.14
1119SCN,46,11,27,10,61,12,29,11,0.48,0.38,0.24,0,0,0,46,38,39.6,37.5,0.75,0.76,4.16,5.89,0.93,26,1,5,1.58,0.93,0.17,0.93,0.21,0.14,0.34
1120SCN,132,28,86,27,280,36,114,35,0.41,0.31,0.21,0,0,0,132,33,38.5,34.8,0.47,0.68,5.58,7.89,0.87,18.34,0.83,16.67,2.89,0.75,0.18,0.74,0.11,0.13,0.25
1121SCN,217,60,166,60,486,72,244,72,0.5,0.3,0.28,0.07,0.29,0.38,217,41,38.5,38.3,0.45,0.77,6.96,9.84,0.87,20.61,0.6,19.8,3.15,0.68,0.14,0.73,0.12,0.13,0.25
1122SCN,68,18,44,18,122,23,58,23,0.48,0.4,0.26,0.23,0.69,0.59,68,37,37.7,33.8,0.56,0.69,4.35,6.16,0.88,17.15,0.92,11.08,2.35,0.76,0.21,0.76,0.09,0.09,0.17
1123SCN,198,42,146,41,413,47,198,46,0.48,0.23,0.21,0.09,0.34,0.41,198,31,39.8,37.3,0.48,0.73,6.89,9.74,0.88,21.43,0.7,23.17,3.4,0.74,0.17,0.81,0.12,0.18,0.29
1124SCN,188,46,135,45,349,60,174,59,0.5,0.34,0.24,0.09,0.35,0.42,188,37,41,39.6,0.54,0.76,7.12,10.06,0.89,24.07,0.7,22.26,3.34,0.78,0.18,0.83,0.11,0.17,0.29
1125SCN,183,36,135,36,346,39,180,39,0.52,0.22,0.2,0.02,0.02,0.11,183,44,42.4,40.1,0.53,0.81,6.96,9.84,0.89,23.31,0.69,20.02,3.16,0.75,0.16,0.85,0.13,0.16,0.28
1126SCN,61,13,36,13,91,14,40,14,0.44,0.35,0.21,0.22,0.44,0.47,61,39,38.8,36.6,0.67,0.78,4.52,6.39,0.91,22.09,1,9,2.12,0.9,0.23,0.84,0.1,0.17,0.28
1127SCN,265,56,195,54,970,82,426,79,0.44,0.19,0.21,0.08,0.53,0.51,265,34,40.2,33.3,0.27,0.68,6.02,8.51,0.81,15.83,0.47,20.82,3.23,0.46,0.1,0.49,0.08,0.09,0.17
1128SCN,218,42,156,42,457,51,220,51,0.48,0.23,0.19,0.04,0.08,0.2,218,35,40.6,38.8,0.48,0.78,7.21,10.2,0.88,22.01,0.69,23.59,3.43,0.71,0.15,0.71,0.13,0.15,0.28
1129SCN,88,16,56,16,166,19,76,19,0.46,0.25,0.18,0.12,0.38,0.43,88,37,37.8,36.9,0.53,0.73,4.83,6.83,0.88,17.88,0.58,8.17,2.02,0.74,0.18,0.73,0.14,0.09,0.24
1130SCN,295,70,225,69,947,89,416,86,0.44,0.21,0.24,0.03,0.08,0.2,295,33,38,36.6,0.31,0.75,6.78,9.59,0.83,17.49,0.41,18.41,3.03,0.54,0.11,0.68,0.09,0.1,0.19
1131SCN,232,53,172,52,671,68,294,66,0.44,0.22,0.23,0.1,0.68,0.58,232,36,40.1,37.8,0.35,0.74,6.33,8.96,0.84,17.32,0.56,22.22,3.33,0.59,0.14,0.65,0.06,0.08,0.14
1133SCN,189,35,138,33,395,40,192,37,0.49,0.19,0.19,0.04,0.09,0.21,189,37,39.2,38,0.48,0.78,6.72,9.51,0.88,21.06,0.66,20.45,3.2,0.72,0.16,0.77,0.11,0.17,0.28
1134SCN,166,33,118,32,289,41,144,37,0.5,0.26,0.2,0,0,0,166,36,42.3,41.6,0.57,0.78,6.9,9.76,0.9,25.15,0.75,20.25,3.18,0.82,0.19,0.87,0.15,0.14,0.29
1135SCN,104,20,72,20,275,32,130,32,0.47,0.25,0.19,0.03,0.03,0.13,104,36,34.9,33.2,0.38,0.66,4.43,6.27,0.83,14.09,0.66,12.45,2.49,0.55,0.15,0.55,0.06,0.14,0.2
1136SCN,127,36,90,35,226,47,115,45,0.51,0.39,0.28,0.25,1.25,0.79,127,39,37.9,38.2,0.56,0.76,5.97,8.45,0.89,22.14,0.95,18.05,3,0.78,0.17,0.77,0.16,0.11,0.27
1137SCN,119,27,78,26,237,43,113,42,0.48,0.37,0.23,0.05,0.05,0.16,119,33,41.1,35.3,0.5,0.72,5.47,7.73,0.87,18.85,0.75,11.25,2.37,0.69,0.13,0.7,0.05,0.11,0.16
